"date","geoRegion","entries","pop","sumTotal","per100Persons","per100PersonsTotal","type","version","granularity"
2021-02-20,"AI",0,16128,966,0,5.99,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-21,"AI",0,16128,966,0,5.99,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-23,"AR",0,55445,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-24,"AR",0,55445,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-25,"AR",0,55445,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-26,"AR",0,55445,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-27,"AR",0,55445,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-28,"AR",0,55445,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-29,"AR",0,55445,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-30,"AR",1,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-31,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-01,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-02,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-03,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-04,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-05,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-06,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-07,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-08,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-09,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-10,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-11,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-12,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-13,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-14,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-15,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-16,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-17,"AR",0,55445,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-18,"AR",1,55445,2,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-19,"AR",0,55445,2,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-20,"AR",0,55445,2,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-21,"AR",0,55445,2,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-22,"AR",0,55445,2,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-23,"AR",0,55445,2,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-24,"AR",0,55445,2,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-25,"AR",95,55445,97,0.17,0.17,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-26,"AR",151,55445,248,0.27,0.45,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-27,"AR",108,55445,356,0.19,0.64,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-28,"AR",144,55445,500,0.26,0.9,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-29,"AR",62,55445,562,0.11,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-30,"AR",0,55445,562,0,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-31,"AR",0,55445,562,0,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-01,"AR",0,55445,562,0,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-02,"AR",0,55445,562,0,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-03,"AR",0,55445,562,0,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-04,"AR",0,55445,562,0,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-05,"AR",0,55445,562,0,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-06,"AR",0,55445,562,0,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-07,"AR",0,55445,562,0,1.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-08,"AR",192,55445,754,0.35,1.36,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-09,"AR",0,55445,754,0,1.36,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-10,"AR",0,55445,754,0,1.36,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-11,"AR",0,55445,754,0,1.36,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-12,"AR",32,55445,786,0.06,1.42,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-13,"AR",0,55445,786,0,1.42,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-14,"AR",0,55445,786,0,1.42,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-15,"AR",347,55445,1133,0.63,2.04,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-16,"AR",160,55445,1293,0.29,2.33,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-17,"AR",238,55445,1531,0.43,2.76,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-18,"AR",200,55445,1731,0.36,3.12,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-19,"AR",105,55445,1836,0.19,3.31,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-20,"AR",0,55445,1836,0,3.31,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-21,"AR",0,55445,1836,0,3.31,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-23,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-24,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-25,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-26,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-27,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-28,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-29,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-30,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-31,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-01,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-02,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-03,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-04,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-05,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-06,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-07,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-08,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-09,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-10,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-11,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-12,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-13,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-14,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-15,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-16,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-17,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-18,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-19,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-20,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-21,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-22,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-23,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-24,"BE",0,1039474,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-25,"BE",1,1039474,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-26,"BE",0,1039474,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-27,"BE",0,1039474,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-28,"BE",0,1039474,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-29,"BE",0,1039474,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-30,"BE",0,1039474,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-31,"BE",0,1039474,1,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-01,"BE",1,1039474,2,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-02,"BE",2,1039474,4,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-03,"BE",3,1039474,7,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-04,"BE",2,1039474,9,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-05,"BE",2,1039474,11,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-06,"BE",1,1039474,12,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-07,"BE",0,1039474,12,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-08,"BE",671,1039474,683,0.06,0.07,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-09,"BE",713,1039474,1396,0.07,0.13,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-10,"BE",839,1039474,2235,0.08,0.22,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-11,"BE",1173,1039474,3408,0.11,0.33,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-12,"BE",1158,1039474,4566,0.11,0.44,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-13,"BE",0,1039474,4566,0,0.44,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-14,"BE",0,1039474,4566,0,0.44,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-15,"BE",1558,1039474,6124,0.15,0.59,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-16,"BE",1949,1039474,8073,0.19,0.78,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-17,"BE",1784,1039474,9857,0.17,0.95,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-18,"BE",2002,1039474,11859,0.19,1.14,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-19,"BE",2196,1039474,14055,0.21,1.35,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-20,"BE",39,1039474,14094,0,1.36,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-21,"BE",0,1039474,14094,0,1.36,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-23,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-24,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-25,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-26,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-27,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-28,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-29,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-30,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-31,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-01,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-02,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-03,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-04,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-05,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-06,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-07,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-08,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-09,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-10,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-11,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-12,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-13,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-14,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-15,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-16,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-17,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-18,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-19,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-20,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-21,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-22,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-23,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-24,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-25,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-26,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-27,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-28,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-29,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-30,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-01-31,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-01,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-02,"FL",0,38747,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-03,"FL",5,38747,5,0.01,0.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-04,"FL",0,38747,5,0,0.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-05,"FL",0,38747,5,0,0.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-06,"FL",0,38747,5,0,0.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-07,"FL",0,38747,5,0,0.01,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-08,"FL",105,38747,110,0.27,0.28,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-09,"FL",73,38747,183,0.19,0.47,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-10,"FL",51,38747,234,0.13,0.6,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-11,"FL",65,38747,299,0.17,0.77,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-12,"FL",30,38747,329,0.08,0.85,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-13,"FL",0,38747,329,0,0.85,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-14,"FL",0,38747,329,0,0.85,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-15,"FL",74,38747,403,0.19,1.04,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-16,"FL",44,38747,447,0.11,1.15,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-17,"FL",0,38747,447,0,1.15,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-18,"FL",0,38747,447,0,1.15,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-19,"FL",0,38747,447,0,1.15,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-20,"FL",0,38747,447,0,1.15,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2021-02-21,"FL",0,38747,447,0,1.15,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-23,"FR",0,321783,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
2020-12-24,"FR",0,321783,0,0,0,"COVID19FullyVaccPersons","2021-02-23_11-12-22","detailed"
