"geoRegion","date","pop","sumTotal","per100PersonsTotal","type","version"
"AG",2021-03-02,685845,73675,10.74,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-03,685845,80375,11.72,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-04,685845,80375,11.72,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-05,685845,80375,11.72,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-06,685845,80375,11.72,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-07,685845,87675,12.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-08,685845,87675,12.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-09,685845,87675,12.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-10,685845,87675,12.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-11,685845,87675,12.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-12,685845,87675,12.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-13,685845,87675,12.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-14,685845,94250,13.74,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-15,685845,94250,13.74,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-16,685845,94250,13.74,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-17,685845,94250,13.74,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-18,685845,94250,13.74,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-19,685845,94250,13.74,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-20,685845,94250,13.74,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-21,685845,116300,16.96,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-22,685845,116300,16.96,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-23,685845,116300,16.96,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-24,685845,116400,16.97,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-25,685845,116400,16.97,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-26,685845,116400,16.97,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-27,685845,116400,16.97,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-28,685845,122250,17.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-29,685845,122250,17.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-30,685845,122250,17.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-03-31,685845,122250,17.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-04-01,685845,140175,20.44,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-04-02,685845,140175,20.44,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-04-03,685845,140175,20.44,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AG",2021-04-04,685845,140175,20.44,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-01-24,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-01-25,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-01-26,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-01-27,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-01-28,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-01-29,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-01-30,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-01-31,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-01,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-02,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-03,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-04,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-05,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-06,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-07,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-08,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-09,16128,1375,8.53,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-10,16128,1475,9.15,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-11,16128,1475,9.15,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-12,16128,1475,9.15,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-13,16128,1475,9.15,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-14,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-15,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-16,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-17,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-18,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-19,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-20,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-21,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-22,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-23,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-24,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-25,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-26,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-27,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-02-28,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-01,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-02,16128,1875,11.63,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-03,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-04,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-05,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-06,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-07,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-08,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-09,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-10,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-11,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-12,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-13,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-14,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-15,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-16,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-17,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-18,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-19,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-20,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-21,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-22,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-23,16128,2275,14.11,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-24,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-25,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-26,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-27,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-28,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-29,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-30,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-03-31,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-04-01,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-04-02,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-04-03,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AI",2021-04-04,16128,3850,23.87,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-01-24,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-01-25,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-01-26,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-01-27,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-01-28,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-01-29,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-01-30,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-01-31,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-01,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-02,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-03,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-04,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-05,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-06,55445,4325,7.8,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-07,55445,5925,10.69,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-08,55445,5925,10.69,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-09,55445,5925,10.69,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-10,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-11,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-12,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-13,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-14,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-15,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-16,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-17,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-18,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-19,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-20,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-21,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-22,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-23,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-24,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-25,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-26,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-27,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-02-28,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-01,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-02,55445,6095,10.99,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-03,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-04,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-05,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-06,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-07,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-08,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-09,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-10,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-11,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-12,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-13,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-14,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-15,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-16,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-17,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-18,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-19,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-20,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-21,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-22,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-23,55445,9145,16.49,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-24,55445,11545,20.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-25,55445,11545,20.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-26,55445,11545,20.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-27,55445,11545,20.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-28,55445,11545,20.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-29,55445,11545,20.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-30,55445,11545,20.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-03-31,55445,11545,20.82,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-04-01,55445,15120,27.27,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-04-02,55445,15120,27.27,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-04-03,55445,15120,27.27,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"AR",2021-04-04,55445,15120,27.27,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-01-24,1039474,39250,3.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-01-25,1039474,39250,3.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-01-26,1039474,39250,3.78,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-01-27,1039474,63050,6.07,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-01-28,1039474,63050,6.07,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-01-29,1039474,63050,6.07,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-01-30,1039474,63050,6.07,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-01-31,1039474,63050,6.07,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-01,1039474,63050,6.07,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-02,1039474,63050,6.07,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-03,1039474,69400,6.68,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-04,1039474,69400,6.68,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-05,1039474,69400,6.68,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-06,1039474,69400,6.68,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-07,1039474,69400,6.68,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-08,1039474,69400,6.68,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-09,1039474,69400,6.68,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-10,1039474,89400,8.6,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-11,1039474,89400,8.6,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-12,1039474,89400,8.6,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-13,1039474,89400,8.6,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-14,1039474,89400,8.6,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-15,1039474,89400,8.6,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-16,1039474,89400,8.6,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-17,1039474,103900,10,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-18,1039474,103900,10,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-19,1039474,103900,10,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-20,1039474,103900,10,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-21,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-22,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-23,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-24,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-25,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-26,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-27,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-02-28,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-01,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-02,1039474,116575,11.21,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-03,1039474,136575,13.14,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-04,1039474,136575,13.14,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-05,1039474,136575,13.14,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-06,1039474,136575,13.14,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-07,1039474,136575,13.14,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-08,1039474,136575,13.14,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-09,1039474,136575,13.14,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-10,1039474,156075,15.01,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-11,1039474,156075,15.01,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-12,1039474,156075,15.01,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-13,1039474,156075,15.01,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-14,1039474,161075,15.5,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-15,1039474,161075,15.5,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-16,1039474,161075,15.5,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-17,1039474,170825,16.43,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-18,1039474,170825,16.43,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-19,1039474,170825,16.43,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-20,1039474,170825,16.43,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-21,1039474,170825,16.43,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-22,1039474,170825,16.43,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
"BE",2021-03-23,1039474,170825,16.43,"COVID19VaccDosesDelivered","2021-04-04_18-00-00"
