"date","geoRegion","entries","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity"
2021-02-16,"AI",132,16128,1931,0.82,0.36,11.97,57.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-17,"AI",71,16128,2002,0.44,0.36,12.41,57.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-18,"AI",73,16128,2075,0.45,0.36,12.87,57.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-19,"AI",61,16128,2136,0.38,0.31,13.24,49.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-20,"AI",0,16128,2136,0,0.25,13.24,39.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-21,"AI",0,16128,2136,0,0.2,13.24,32.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-22,"AI",11,16128,2147,0.07,0.14,13.31,22.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-23,"AI",63,16128,2210,0.39,0.1,13.7,15.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-24,"AI",22,16128,2232,0.14,0.1,13.84,15.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-25,"AI",0,16128,2232,0,0.1,13.84,15.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-26,"AI",11,16128,2243,0.07,0.09,13.91,13.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-27,"AI",0,16128,2243,0,0.03,13.91,4.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-28,"AI",0,16128,2243,0,0.06,13.91,9.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-01,"AI",0,16128,2243,0,0.08,13.91,12.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-02,"AI",0,16128,2243,0,0.07,13.91,10.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-03,"AI",54,16128,2297,0.33,0.07,14.24,10.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-04,"AI",21,16128,2318,0.13,0.07,14.37,10.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-05,"AI",0,16128,2318,0,NA,14.37,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-06,"AI",0,16128,2318,0,NA,14.37,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-07,"AI",0,16128,2318,0,NA,14.37,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-23,"AR",0,55445,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-24,"AR",0,55445,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-25,"AR",0,55445,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-26,"AR",0,55445,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-27,"AR",0,55445,0,0,0,0,0.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-28,"AR",0,55445,0,0,0,0,0.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-29,"AR",0,55445,0,0,0,0,0.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-30,"AR",2,55445,2,0,0,0,0.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-31,"AR",0,55445,2,0,0,0,0.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-01,"AR",0,55445,2,0,0.02,0,12.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-02,"AR",0,55445,2,0,0.08,0,43.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-03,"AR",0,55445,2,0,0.12,0,67.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-04,"AR",88,55445,90,0.16,0.17,0.16,95.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-05,"AR",216,55445,306,0.39,0.18,0.55,99.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-06,"AR",168,55445,474,0.3,0.18,0.85,99.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-07,"AR",198,55445,672,0.36,0.18,1.21,99.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-08,"AR",25,55445,697,0.05,0.16,1.26,86.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-09,"AR",0,55445,697,0,0.1,1.26,55.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-10,"AR",0,55445,697,0,0.06,1.26,31.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-11,"AR",0,55445,697,0,0.01,1.26,3.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-12,"AR",0,55445,697,0,0,1.26,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-13,"AR",0,55445,697,0,0,1.26,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-14,"AR",0,55445,697,0,0,1.26,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-15,"AR",0,55445,697,0,0.06,1.26,31.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-16,"AR",0,55445,697,0,0.14,1.26,80,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-17,"AR",0,55445,697,0,0.23,1.26,128.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-18,"AR",220,55445,917,0.4,0.33,1.65,183.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-19,"AR",340,55445,1257,0.61,0.35,2.27,195.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-20,"AR",339,55445,1596,0.61,0.35,2.88,195.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-21,"AR",384,55445,1980,0.69,0.35,3.57,195.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-22,"AR",84,55445,2064,0.15,0.42,3.72,232,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-23,"AR",0,55445,2064,0,0.42,3.72,231.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-24,"AR",0,55445,2064,0,0.41,3.72,226.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-25,"AR",477,55445,2541,0.86,0.36,4.58,201.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-26,"AR",337,55445,2878,0.61,0.42,5.19,233,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-27,"AR",301,55445,3179,0.54,0.42,5.73,233,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-28,"AR",209,55445,3388,0.38,0.42,6.11,233,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-29,"AR",307,55445,3695,0.55,0.3,6.66,164.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-30,"AR",0,55445,3695,0,0.21,6.66,116.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-31,"AR",0,55445,3695,0,0.13,6.66,73.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-01,"AR",0,55445,3695,0,0.08,6.66,43.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-02,"AR",0,55445,3695,0,0,6.66,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-03,"AR",0,55445,3695,0,0,6.66,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-04,"AR",0,55445,3695,0,0,6.66,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-05,"AR",0,55445,3695,0,0.05,6.66,28,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-06,"AR",0,55445,3695,0,0.05,6.66,28,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-07,"AR",0,55445,3695,0,0.05,6.66,28.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-08,"AR",196,55445,3891,0.35,0.05,7.02,28.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-09,"AR",0,55445,3891,0,0.06,7.02,35,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-10,"AR",2,55445,3893,0,0.06,7.02,35,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-11,"AR",0,55445,3893,0,0.06,7.02,35,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-12,"AR",47,55445,3940,0.08,0.11,7.11,59.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-13,"AR",0,55445,3940,0,0.16,7.11,88.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-14,"AR",0,55445,3940,0,0.24,7.11,133.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-15,"AR",368,55445,4308,0.66,0.32,7.77,178.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-16,"AR",202,55445,4510,0.36,0.34,8.13,188.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-17,"AR",320,55445,4830,0.58,0.34,8.71,188.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-18,"AR",311,55445,5141,0.56,0.34,9.27,188.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-19,"AR",117,55445,5258,0.21,0.29,9.48,159.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-20,"AR",0,55445,5258,0,0.29,9.48,158.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-21,"AR",0,55445,5258,0,0.29,9.48,163.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-22,"AR",164,55445,5422,0.3,0.22,9.78,124.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-23,"AR",199,55445,5621,0.36,0.21,10.14,114,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-24,"AR",352,55445,5973,0.63,0.21,10.77,114,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-25,"AR",41,55445,6014,0.07,0.21,10.85,114,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-26,"AR",42,55445,6056,0.08,0.22,10.92,119.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-27,"AR",0,55445,6056,0,0.22,10.92,121,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-28,"AR",0,55445,6056,0,0.18,10.92,97,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-01,"AR",204,55445,6260,0.37,0.17,11.29,91.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-02,"AR",208,55445,6468,0.38,0.15,11.67,85.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-03,"AR",184,55445,6652,0.33,0.15,12,85.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-04,"AR",0,55445,6652,0,0.15,12,85.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-05,"AR",0,55445,6652,0,NA,12,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-06,"AR",0,55445,6652,0,NA,12,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-03-07,"AR",0,55445,6652,0,NA,12,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-23,"BE",0,1039474,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-24,"BE",0,1039474,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-25,"BE",0,1039474,0,0,NA,0,NA,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-26,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-27,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-28,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-29,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-30,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2020-12-31,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-01,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-02,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-03,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-04,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-05,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-06,"BE",0,1039474,0,0,0,0,0,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-07,"BE",0,1039474,0,0,0,0,0.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-08,"BE",0,1039474,0,0,0.01,0,83.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-09,"BE",0,1039474,0,0,0.02,0,191,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-10,"BE",2,1039474,2,0,0.03,0,306.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-11,"BE",583,1039474,585,0.06,0.05,0.06,463.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-12,"BE",752,1039474,1337,0.07,0.06,0.13,631.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-13,"BE",810,1039474,2147,0.08,0.06,0.21,631.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-14,"BE",1095,1039474,3242,0.11,0.06,0.31,631.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-15,"BE",1178,1039474,4420,0.11,0.08,0.43,788.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-16,"BE",1,1039474,4421,0,0.09,0.43,937.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-17,"BE",0,1039474,4421,0,0.11,0.43,1114.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-18,"BE",1683,1039474,6104,0.16,0.12,0.59,1276.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-19,"BE",1793,1039474,7897,0.17,0.14,0.76,1421.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-20,"BE",2052,1039474,9949,0.2,0.14,0.96,1421,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-21,"BE",2227,1039474,12176,0.21,0.14,1.17,1421.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-22,"BE",2192,1039474,14368,0.21,0.14,1.38,1444.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-23,"BE",0,1039474,14368,0,0.14,1.38,1463,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-24,"BE",2,1039474,14370,0,0.14,1.38,1460.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-25,"BE",1846,1039474,16216,0.18,0.14,1.56,1440.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-26,"BE",1922,1039474,18138,0.18,0.14,1.74,1443.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-27,"BE",2034,1039474,20172,0.2,0.14,1.94,1470.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-28,"BE",2089,1039474,22261,0.2,0.14,2.14,1470.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-29,"BE",2213,1039474,24474,0.21,0.15,2.35,1527.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-30,"BE",190,1039474,24664,0.02,0.15,2.37,1591.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-01-31,"BE",0,1039474,24664,0,0.16,2.37,1619.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-01,"BE",2247,1039474,26911,0.22,0.16,2.59,1621.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-02,"BE",2365,1039474,29276,0.23,0.15,2.82,1595.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-03,"BE",2233,1039474,31509,0.21,0.15,3.03,1572.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-04,"BE",2102,1039474,33611,0.2,0.15,3.23,1572.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-05,"BE",2029,1039474,35640,0.2,0.15,3.43,1552.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-06,"BE",31,1039474,35671,0,0.15,3.43,1565.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-07,"BE",0,1039474,35671,0,0.16,3.43,1647.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-08,"BE",2105,1039474,37776,0.2,0.17,3.63,1794.43,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-09,"BE",2460,1039474,40236,0.24,0.21,3.87,2138.57,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-10,"BE",2806,1039474,43042,0.27,0.21,4.14,2196.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-11,"BE",3130,1039474,46172,0.3,0.21,4.44,2206.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-12,"BE",4438,1039474,50610,0.43,0.24,4.87,2443.71,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-13,"BE",435,1039474,51045,0.04,0.26,4.91,2722.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-14,"BE",73,1039474,51118,0.01,0.28,4.92,2875.86,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-15,"BE",3764,1039474,54882,0.36,0.3,5.28,3102.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-16,"BE",4414,1039474,59296,0.42,0.29,5.7,3026.29,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
2021-02-17,"BE",3877,1039474,63173,0.37,0.29,6.08,2979.14,"COVID19VaccDosesAdministered","2021-03-09_11-15-15","detailed"
